% Recoded by WEISmonths, Mon Nov 29 02:11:48 2004
% from http://www.ku.edu/~keds/data.html
*vertices 485
23: 319 190 1 [288]
120: 180 450 1 [288]
32: 190 362 1 [288]
33: 362 190 1 [288]
102: 441 180 1 [288]
132: 441 180 1 [288]
120: 180 450 1 [288]
223: 180 190 1 [288]
23: 450 425 1 [288]
130: 329 202 1 [288]
132: 441 180 1 [288]
121: 180 450 1 [288]
121: 450 180 1 [288]
120: 436 12 1 [288]
160: 180 450 1 [288]
121: 180 448 1 [288]
225: 202 319 1 [288]
64: 195 190 1 [288]
31: 367 360 1 [288]
31: 360 367 1 [288]
31: 448 360 1 [288]
31: 360 448 1 [288]
122: 224 448 1 [288]
25: 448 64 1 [288]
32: 131 362 1 [288]
33: 362 131 1 [288]
201: 161 190 1 [288]
223: 319 190 1 [288]
25: 448 360 1 [288]
25: 396 360 1 [288]
102: 448 360 1 [288]
212: 229 190 1 [288]
73: 448 17 1 [288]
122: 180 362 1 [288]
94: 180 17 1 [288]
212: 202 319 1 [288]
123: 441 437 1 [288]
195: 190 362 1 [288]
31: 172 94 1 [288]
31: 94 172 1 [288]
13: 474 360 1 [288]
150: 474 396 1 [288]
223: 343 319 1 [288]
130: 360 436 1 [288]
42: 111 5 1 [288]
42: 109 5 1 [288]
42: 88 5 1 [288]
23: 190 180 1 [288]
62: 222 17 1 [288]
62: 222 448 1 [288]
223: 190 319 1 [288]
23: 292 281 1 [288]
32: 195 468 1 [288]
33: 468 195 1 [288]
84: 96 99 1 [288]
102: 450 448 1 [288]
70: 96 111 1 [288]
122: 441 229 1 [288]
102: 450 448 1 [288]
31: 190 436 1 [288]
31: 436 190 1 [288]
212: 190 243 1 [288]
225: 190 319 1 [288]
31: 195 448 1 [288]
31: 448 195 1 [288]
225: 190 319 1 [288]
32: 448 220 1 [288]
33: 220 448 1 [288]
32: 57 220 1 [288]
33: 220 57 1 [288]
31: 436 99 1 [288]
31: 99 436 1 [288]
71: 448 190 1 [288]
32: 190 468 1 [288]
33: 468 190 1 [288]
23: 319 190 1 [288]
23: 408 441 1 [288]
42: 17 183 1 [288]
102: 468 66 1 [288]
182: 214 5 1 [288]
223: 190 319 1 [288]
223: 448 319 1 [288]
111: 436 180 1 [288]
111: 407 180 1 [288]
70: 364 180 1 [288]
70: 157 180 1 [288]
32: 195 448 1 [288]
33: 448 195 1 [288]
23: 57 171 1 [288]
223: 202 319 1 [288]
23: 408 437 1 [288]
71: 243 124 1 [288]
31: 195 468 1 [288]
31: 468 195 1 [288]
24: 222 190 1 [288]
24: 222 319 1 [288]
181: 133 448 1 [288]
223: 190 319 1 [288]
223: 319 202 1 [288]
95: 94 113 1 [288]
223: 319 202 1 [288]
102: 281 96 1 [288]
25: 441 243 1 [288]
225: 202 190 1 [288]
223: 319 190 1 [288]
223: 319 329 1 [288]
223: 319 190 1 [288]
223: 319 329 1 [288]
25: 319 339 1 [288]
42: 408 319 1 [288]
182: 448 441 1 [288]
42: 362 448 1 [288]
198: 202 343 1 [288]
223: 202 319 1 [288]
223: 329 319 1 [288]
41: 441 180 1 [288]
223: 202 319 1 [288]
140: 171 448 1 [288]
160: 17 450 1 [288]
160: 113 450 1 [288]
102: 134 190 1 [288]
32: 408 436 1 [288]
33: 436 408 1 [288]
123: 229 315 1 [288]
212: 229 394 1 [288]
41: 190 448 1 [288]
223: 343 330 1 [288]
43: 243 250 1 [288]
121: 243 57 1 [288]
102: 94 370 1 [288]
102: 94 448 1 [288]
102: 94 441 1 [288]
23: 202 243 1 [288]
31: 96 319 1 [288]
70: 17 450 1 [288]
23: 17 190 1 [288]
23: 17 319 1 [288]
223: 190 330 1 [288]
223: 190 330 1 [288]
223: 297 243 1 [288]
121: 407 441 1 [288]
112: 370 94 1 [288]
112: 441 94 1 [288]
225: 343 330 1 [288]
31: 94 85 1 [288]
31: 85 94 1 [288]
222: 207 202 1 [288]
212: 202 326 1 [288]
41: 190 441 1 [288]
122: 176 448 1 [288]
24: 212 94 1 [288]
31: 190 180 1 [288]
212: 220 241 1 [288]
191: 281 96 1 [288]
62: 172 153 1 [288]
81: 180 235 1 [288]
191: 190 339 1 [288]
31: 17 96 1 [288]
122: 450 319 1 [288]
212: 220 241 1 [288]
34: 195 190 1 [288]
71: 379 319 1 [288]
71: 431 319 1 [288]
223: 379 431 1 [288]
223: 431 379 1 [288]
22: 190 220 1 [288]
32: 75 94 1 [288]
33: 94 75 1 [288]
31: 190 180 1 [288]
65: 75 94 1 [288]
24: 203 190 1 [288]
52: 398 64 1 [288]
31: 124 96 1 [288]
24: 190 339 1 [288]
31: 281 448 1 [288]
43: 94 133 1 [288]
24: 113 94 1 [288]
82: 319 22 1 [288]
24: 339 330 1 [288]
111: 99 186 1 [288]
12: 195 190 1 [288]
32: 133 229 1 [288]
33: 229 133 1 [288]
120: 190 319 1 [288]
62: 319 448 1 [288]
223: 202 190 1 [288]
191: 190 343 1 [288]
24: 448 12 1 [288]
32: 408 180 1 [288]
33: 180 408 1 [288]
31: 437 180 1 [288]
31: 437 408 1 [288]
31: 408 437 1 [288]
120: 183 448 1 [288]
32: 441 180 1 [288]
223: 202 330 1 [288]
223: 202 330 1 [288]
225: 202 319 1 [288]
191: 195 190 1 [288]
31: 437 180 1 [288]
31: 437 408 1 [288]
31: 408 437 1 [288]
120: 190 17 1 [288]
31: 448 441 1 [288]
31: 180 437 1 [288]
31: 437 180 1 [288]
31: 343 190 1 [288]
31: 190 343 1 [288]
130: 343 190 1 [288]
25: 357 243 1 [288]
121: 171 450 1 [288]
223: 329 319 1 [288]
32: 448 190 1 [288]
33: 190 448 1 [288]
81: 220 49 1 [288]
81: 49 220 1 [288]
32: 475 372 1 [288]
33: 372 475 1 [288]
24: 408 180 1 [288]
210: 202 319 1 [288]
72: 202 343 1 [288]
223: 329 319 1 [288]
24: 408 180 1 [288]
32: 339 437 1 [288]
32: 448 220 1 [288]
33: 220 448 1 [288]
53: 370 171 1 [288]
122: 220 448 1 [288]
24: 171 94 1 [288]
220: 441 190 1 [288]
220: 441 243 1 [288]
220: 441 407 1 [288]
121: 437 319 1 [288]
70: 437 167 1 [288]
30: 339 22 1 [288]
223: 202 319 1 [288]
223: 202 319 1 [288]
23: 437 319 1 [288]
31: 94 370 1 [288]
31: 370 94 1 [288]
31: 94 448 1 [288]
31: 448 94 1 [288]
31: 94 441 1 [288]
31: 441 94 1 [288]
31: 370 448 1 [288]
31: 448 370 1 [288]
31: 370 441 1 [288]
31: 441 370 1 [288]
31: 448 441 1 [288]
31: 441 448 1 [288]
111: 448 319 1 [288]
31: 319 450 1 [288]
31: 450 319 1 [288]
73: 441 343 1 [288]
73: 441 329 1 [288]
31: 437 408 1 [288]
31: 408 437 1 [288]
82: 339 436 1 [288]
22: 180 183 1 [288]
210: 202 343 1 [288]
150: 436 180 1 [288]
32: 195 211 1 [288]
32: 195 124 1 [288]
32: 195 436 1 [288]
32: 195 372 1 [288]
32: 220 190 1 [288]
33: 190 220 1 [288]
80: 339 436 1 [288]
64: 450 17 1 [288]
223: 220 180 1 [288]
223: 319 202 1 [288]
131: 341 243 1 [288]
223: 437 17 1 [288]
30: 180 17 1 [288]
212: 14 281 1 [288]
212: 226 220 1 [288]
32: 195 124 1 [288]
32: 195 211 1 [288]
32: 195 372 1 [288]
23: 180 448 1 [288]
212: 343 319 1 [288]
62: 436 319 1 [288]
80: 180 448 1 [288]
82: 408 125 1 [288]
31: 408 397 1 [288]
212: 220 190 1 [288]
12: 448 441 1 [288]
160: 99 441 1 [288]
151: 248 319 1 [288]
223: 190 319 1 [288]
32: 319 343 1 [288]
33: 343 319 1 [288]
120: 99 190 1 [288]
73: 17 441 1 [288]
80: 339 436 1 [288]
223: 202 319 1 [288]
180: 436 180 1 [288]
198: 448 222 1 [288]
23: 57 319 1 [288]
32: 195 211 1 [288]
32: 195 124 1 [288]
32: 195 436 1 [288]
32: 195 372 1 [288]
220: 441 190 1 [288]
220: 441 243 1 [288]
220: 441 407 1 [288]
60: 408 436 1 [288]
80: 180 441 1 [288]
42: 448 436 1 [288]
31: 190 448 1 [288]
31: 448 190 1 [288]
196: 131 362 1 [288]
120: 195 190 1 [288]
80: 339 436 1 [288]
223: 202 319 1 [288]
223: 202 319 1 [288]
31: 448 180 1 [288]
31: 180 448 1 [288]
31: 94 180 1 [288]
31: 180 94 1 [288]
191: 195 190 1 [288]
25: 180 441 1 [288]
160: 408 180 1 [288]
130: 315 448 1 [288]
31: 94 171 1 [288]
201: 379 188 1 [288]
22: 190 229 1 [288]
180: 436 180 1 [288]
111: 195 94 1 [288]
30: 370 450 1 [288]
30: 190 319 1 [288]
121: 407 441 1 [288]
23: 96 319 1 [288]
43: 319 329 1 [288]
223: 202 319 1 [288]
181: 96 448 1 [288]
73: 96 319 1 [288]
225: 202 319 1 [288]
112: 190 191 1 [288]
225: 202 319 1 [288]
212: 85 180 1 [288]
31: 448 379 1 [288]
81: 220 96 1 [288]
81: 96 220 1 [288]
102: 190 441 1 [288]
31: 190 200 1 [288]
123: 441 171 1 [288]
31: 448 180 1 [288]
31: 94 180 1 [288]
25: 222 12 1 [288]
32: 436 180 1 [288]
33: 180 436 1 [288]
31: 448 180 1 [288]
31: 94 180 1 [288]
32: 407 441 1 [288]
33: 441 407 1 [288]
31: 408 124 1 [288]
31: 195 212 1 [288]
31: 212 195 1 [288]
132: 441 180 1 [288]
53: 190 319 1 [288]
223: 190 448 1 [288]
31: 327 190 1 [288]
31: 190 327 1 [288]
32: 63 319 1 [288]
33: 319 63 1 [288]
32: 63 195 1 [288]
33: 195 63 1 [288]
111: 448 190 1 [288]
122: 448 180 1 [288]
122: 436 180 1 [288]
123: 441 180 1 [288]
13: 202 207 1 [288]
130: 14 190 1 [288]
222: 202 343 1 [288]
31: 180 235 1 [288]
31: 235 180 1 [288]
31: 180 379 1 [288]
31: 379 180 1 [288]
31: 235 379 1 [288]
31: 379 235 1 [288]
121: 190 124 1 [288]
112: 448 202 1 [288]
31: 180 220 1 [288]
31: 220 180 1 [288]
31: 235 220 1 [288]
31: 220 235 1 [288]
31: 379 220 1 [288]
31: 220 379 1 [288]
24: 364 180 1 [288]
24: 364 235 1 [288]
24: 364 379 1 [288]
225: 243 124 1 [288]
225: 202 329 1 [288]
120: 319 448 1 [288]
25: 195 57 1 [288]
223: 319 190 1 [288]
93: 190 180 1 [288]
93: 319 180 1 [288]
102: 22 401 1 [288]
32: 190 370 1 [288]
33: 370 190 1 [288]
25: 441 180 1 [288]
32: 475 243 1 [288]
94: 220 17 1 [288]
94: 220 186 1 [288]
225: 202 329 1 [288]
199: 190 202 1 [288]
123: 190 448 1 [288]
123: 190 427 1 [288]
123: 448 190 1 [288]
123: 448 427 1 [288]
123: 427 190 1 [288]
123: 427 448 1 [288]
73: 190 448 1 [288]
73: 190 427 1 [288]
73: 448 190 1 [288]
73: 448 427 1 [288]
73: 427 190 1 [288]
73: 427 448 1 [288]
111: 407 441 1 [288]
71: 211 322 1 [288]
82: 180 235 1 [288]
82: 180 379 1 [288]
123: 441 180 1 [288]
121: 190 124 1 [288]
123: 441 180 1 [288]
123: 441 180 1 [288]
102: 327 448 1 [288]
102: 327 441 1 [288]
102: 327 94 1 [288]
102: 327 370 1 [288]
23: 448 99 1 [288]
22: 94 190 1 [288]
120: 248 450 1 [288]
81: 243 474 1 [288]
81: 474 243 1 [288]
31: 195 124 1 [288]
31: 124 195 1 [288]
54: 450 99 1 [288]
225: 202 329 1 [288]
212: 407 408 1 [288]
111: 448 180 1 [288]
54: 450 99 1 [288]
111: 17 180 1 [288]
122: 186 448 1 [288]
222: 229 161 1 [288]
31: 437 222 1 [288]
31: 222 437 1 [288]
212: 96 243 1 [288]
31: 448 370 1 [288]
31: 370 448 1 [288]
31: 448 441 1 [288]
31: 441 448 1 [288]
31: 448 113 1 [288]
31: 113 448 1 [288]
31: 370 441 1 [288]
31: 441 370 1 [288]
31: 370 113 1 [288]
31: 113 370 1 [288]
31: 441 113 1 [288]
31: 113 441 1 [288]
225: 329 207 1 [288]
225: 329 207 1 [288]
160: 379 180 1 [288]
225: 329 207 1 [288]
181: 448 190 1 [288]
122: 171 448 1 [288]
223: 329 207 1 [288]
25: 437 436 1 [288]
225: 329 207 1 [288]
31: 448 370 1 [288]
31: 448 441 1 [288]
31: 448 113 1 [288]
31: 370 448 1 [288]
31: 370 441 1 [288]
31: 370 113 1 [288]
31: 441 448 1 [288]
31: 441 370 1 [288]
31: 441 113 1 [288]
31: 113 448 1 [288]
31: 113 370 1 [288]
31: 113 441 1 [288]
42: 85 448 1 [288]
22: 362 313 1 [288]
22: 431 313 1 [288]
160: 17 180 1 [288]
223: 202 319 1 [288]
31: 183 431 1 [288]
31: 431 183 1 [288]
94: 180 17 1 [288]
31: 195 436 1 [288]
31: 436 195 1 [288]
94: 94 319 1 [288]
94: 94 190 1 [288]
94: 448 319 1 [288]
94: 448 190 1 [288]
94: 441 319 1 [288]
94: 441 190 1 [288]
94: 370 319 1 [288]
94: 370 190 1 [288]
140: 339 319 1 [288]
22: 450 113 1 [288]
51: 450 319 1 [288]
42: 448 190 1 [288]
42: 407 190 1 [288]
111: 448 407 1 [288]
111: 448 407 1 [288]
111: 448 407 1 [288]
111: 448 407 1 [288]
22: 190 229 1 [288]
112: 190 319 1 [288]
112: 319 190 1 [288]
170: 448 180 1 [288]
94: 235 441 1 [288]
150: 220 448 1 [288]
25: 362 180 1 [288]
223: 12 448 1 [288]
41: 190 448 1 [288]
111: 190 441 1 [288]
140: 235 17 1 [288]
120: 407 448 1 [288]
94: 362 441 1 [288]
112: 202 319 1 [288]
223: 190 319 1 [288]
122: 124 450 1 [288]
122: 124 436 1 [288]
171: 17 180 1 [288]
120: 407 450 1 [288]
110: 99 190 1 [288]
212: 96 186 1 [288]
223: 133 343 1 [288]
31: 436 190 1 [288]
24: 190 448 1 [288]
223: 319 329 1 [288]
140: 441 180 1 [288]
23: 220 431 1 [288]
212: 220 241 1 [288]
211: 319 329 1 [288]
212: 220 241 1 [288]
212: 241 220 1 [288]
123: 220 431 1 [288]
123: 241 431 1 [288]
212: 220 241 1 [288]
212: 241 220 1 [288]
123: 220 431 1 [288]
123: 241 431 1 [288]
212: 220 241 1 [288]
212: 220 17 1 [288]
223: 448 180 1 [288]
182: 190 329 1 [288]
170: 17 220 1 [288]
212: 220 17 1 [288]
181: 190 343 1 [288]
122: 17 180 1 [288]
22: 124 66 1 [288]
111: 448 441 1 [288]
223: 448 180 1 [288]
120: 96 448 1 [288]
32: 195 372 1 [288]
33: 372 195 1 [288]
31: 436 319 1 [288]
31: 319 436 1 [288]
223: 448 124 1 [288]
224: 243 204 1 [288]
73: 448 319 1 [288]
31: 448 96 1 [288]
121: 22 448 1 [288]
198: 319 202 1 [288]
82: 448 195 1 [288]
198: 319 202 1 [288]
198: 319 202 1 [288]
197: 190 319 1 [288]
32: 190 372 1 [288]
33: 372 190 1 [288]
212: 190 243 1 [288]
32: 190 372 1 [288]
33: 372 190 1 [288]
212: 202 343 1 [288]
182: 202 220 1 [288]
121: 190 285 1 [288]
81: 25 292 1 [288]
190: 190 180 1 [288]
223: 183 450 1 [288]
73: 243 250 1 [288]
223: 343 202 1 [288]
121: 319 190 1 [288]
173: 190 454 1 [288]
42: 448 319 1 [288]
225: 343 319 1 [288]
212: 202 319 1 [288]
62: 190 343 1 [288]
212: 202 251 1 [288]
122: 315 195 1 [288]
140: 220 202 1 [288]
23: 195 370 1 [288]
111: 195 319 1 [288]
111: 330 96 1 [288]
13: 17 448 1 [288]
212: 431 379 1 [288]
212: 202 191 1 [288]
160: 370 180 1 [288]
33: 319 436 1 [288]
102: 183 180 1 [288]
94: 379 167 1 [288]
122: 202 407 1 [288]
122: 339 448 1 [288]
173: 190 195 1 [288]
150: 190 180 1 [288]
160: 370 180 1 [288]
212: 431 12 1 [288]
30: 190 17 1 [288]
31: 17 33 1 [288]
225: 343 319 1 [288]
211: 202 319 1 [288]
173: 234 448 1 [288]
32: 172 370 1 [288]
33: 370 172 1 [288]
120: 343 190 1 [288]
73: 341 441 1 [288]
225: 202 329 1 [288]
211: 202 319 1 [288]
12: 219 171 1 [288]
25: 172 171 1 [288]
90: 243 57 1 [288]
23: 235 96 1 [288]
32: 325 96 1 [288]
33: 96 325 1 [288]
24: 172 315 1 [288]
24: 161 448 1 [288]
122: 195 180 1 [288]
32: 190 339 1 [288]
33: 339 190 1 [288]
52: 113 180 1 [288]
122: 195 180 1 [288]
23: 448 186 1 [288]
23: 195 180 1 [288]
23: 195 180 1 [288]
23: 195 180 1 [288]
214: 180 448 1 [288]
122: 180 448 1 [288]
24: 195 441 1 [288]
12: 216 180 1 [288]
12: 216 360 1 [288]
212: 202 319 1 [288]
120: 180 190 1 [288]
102: 190 319 1 [288]
31: 437 436 1 [288]
31: 436 437 1 [288]
24: 241 22 1 [288]
23: 195 180 1 [288]
198: 180 25 1 [288]
120: 407 195 1 [288]
173: 406 250 1 [288]
132: 441 180 1 [288]
94: 370 448 1 [288]
31: 448 379 1 [288]
31: 379 448 1 [288]
180: 190 319 1 [288]
32: 66 330 1 [288]
33: 330 66 1 [288]
223: 190 448 1 [288]
223: 448 190 1 [288]
111: 241 195 1 [288]
150: 241 22 1 [288]
150: 370 448 1 [288]
132: 370 450 1 [288]
170: 241 220 1 [288]
223: 202 319 1 [288]
223: 202 319 1 [288]
223: 202 319 1 [288]
225: 190 319 1 [288]
223: 202 319 1 [288]
212: 202 343 1 [288]
212: 202 329 1 [288]
223: 202 319 1 [288]
223: 190 319 1 [288]
223: 190 319 1 [288]
225: 202 319 1 [288]
210: 202 319 1 [288]
82: 161 450 1 [288]
82: 450 161 1 [288]
82: 448 450 1 [288]
82: 450 448 1 [288]
22: 202 319 1 [288]
81: 161 171 1 [288]
223: 202 319 1 [288]
31: 180 407 1 [288]
70: 190 319 1 [288]
64: 202 343 1 [288]
111: 96 180 1 [288]
160: 441 370 1 [288]
94: 448 450 1 [288]
223: 202 338 1 [288]
94: 379 96 1 [288]
94: 96 379 1 [288]
120: 190 407 1 [288]
94: 22 180 1 [288]
122: 180 190 1 [288]
223: 319 190 1 [288]
180: 319 190 1 [288]
225: 96 319 1 [288]
212: 319 202 1 [288]
170: 441 180 1 [288]
170: 441 450 1 [288]
73: 190 448 1 [288]
160: 243 190 1 [288]
53: 319 190 1 [288]
202: 190 343 1 [288]
81: 372 171 1 [288]
81: 171 372 1 [288]
111: 66 243 1 [288]
94: 281 180 1 [288]
32: 330 281 1 [288]
33: 281 330 1 [288]
32: 330 281 1 [288]
33: 281 330 1 [288]
122: 96 195 1 [288]
122: 22 195 1 [288]
94: 64 190 1 [288]
122: 343 329 1 [288]
122: 329 343 1 [288]
223: 319 343 1 [288]
223: 319 329 1 [288]
140: 190 113 1 [288]
223: 319 190 1 [288]
122: 436 371 1 [288]
223: 319 207 1 [288]
223: 251 190 1 [288]
223: 202 207 1 [288]
225: 319 190 1 [288]
22: 325 319 1 [288]
71: 319 448 1 [288]
31: 319 96 1 [288]
31: 96 319 1 [288]
222: 202 319 1 [288]
122: 371 319 1 [288]
64: 195 319 1 [288]
150: 448 190 1 [288]
32: 408 9 1 [288]
33: 9 408 1 [288]
42: 17 190 1 [288]
223: 202 319 1 [288]
225: 329 319 1 [288]
23: 190 448 1 [288]
160: 222 448 1 [288]
225: 190 343 1 [288]
223: 319 202 1 [288]
225: 202 319 1 [288]
171: 396 448 1 [288]
223: 195 319 1 [288]
90: 448 281 1 [288]
225: 202 319 1 [288]
34: 204 190 1 [288]
223: 329 190 1 [288]
225: 202 319 1 [288]
32: 220 448 1 [288]
33: 448 220 1 [288]
182: 243 250 1 [288]
182: 243 250 1 [288]
122: 448 180 1 [288]
32: 408 9 1 [288]
33: 9 408 1 [288]
225: 319 190 1 [288]
121: 436 281 1 [288]
191: 186 319 1 [288]
160: 450 180 1 [288]
204: 195 190 1 [288]
220: 202 319 1 [288]
225: 202 319 1 [288]
224: 281 220 1 [288]
223: 329 202 1 [288]
23: 22 180 1 [288]
23: 22 319 1 [288]
225: 202 343 1 [288]
225: 202 343 1 [288]
121: 190 319 1 [288]
223: 329 202 1 [288]
191: 167 220 1 [288]
212: 96 448 1 [288]
225: 329 202 1 [288]
203: 441 180 1 [288]
34: 441 180 1 [288]
25: 37 195 1 [288]
31: 337 343 1 [288]
31: 343 337 1 [288]
222: 343 319 1 [288]
65: 330 195 1 [288]
223: 202 319 1 [288]
225: 329 202 1 [288]
191: 190 339 1 [288]
225: 202 319 1 [288]
225: 202 319 1 [288]
123: 441 360 1 [288]
203: 441 180 1 [288]
223: 190 436 1 [288]
130: 448 407 1 [288]
94: 448 408 1 [288]
122: 370 441 1 [288]
50: 180 22 1 [288]
22: 319 190 1 [288]
23: 190 195 1 [288]
223: 326 190 1 [288]
23: 99 190 1 [288]
30: 339 180 1 [288]
223: 326 190 1 [288]
150: 448 180 1 [288]
64: 329 190 1 [288]
215: 190 319 1 [288]
90: 319 22 1 [288]
22: 220 454 1 [288]
121: 407 180 1 [288]
199: 190 195 1 [288]
193: 441 180 1 [288]
32: 195 319 1 [288]
212: 164 180 1 [289]
24: 448 180 1 [289]
24: 448 360 1 [289]
42: 190 339 1 [289]
43: 319 326 1 [289]
223: 202 319 1 [289]
223: 202 319 1 [289]
223: 202 319 1 [289]
31: 12 319 1 [289]
23: 243 379 1 [289]
31: 319 329 1 [289]
31: 329 319 1 [289]
32: 379 96 1 [289]
33: 96 379 1 [289]
34: 190 191 1 [289]
173: 190 180 1 [289]
130: 180 427 1 [289]
220: 190 448 1 [289]
220: 190 427 1 [289]
220: 448 190 1 [289]
220: 448 427 1 [289]
220: 427 190 1 [289]
220: 427 448 1 [289]
51: 190 319 1 [289]
43: 319 195 1 [289]
94: 99 190 1 [289]
94: 99 319 1 [289]
212: 202 319 1 [289]
34: 195 319 1 [289]
223: 202 319 1 [289]
23: 319 190 1 [289]
102: 448 190 1 [289]
22: 448 407 1 [289]
81: 64 448 1 [289]
32: 437 220 1 [289]
31: 437 180 1 [289]
31: 180 437 1 [289]
203: 243 379 1 [289]
82: 17 401 1 [289]
224: 319 190 1 [289]
32: 441 180 1 [289]
33: 180 441 1 [289]
191: 190 202 1 [289]
82: 180 17 1 [289]
200: 190 436 1 [289]
191: 195 17 1 [289]
81: 190 448 1 [289]
81: 448 190 1 [289]
102: 180 448 1 [289]
223: 319 190 1 [289]
223: 319 190 1 [289]
223: 180 448 1 [289]
95: 190 319 1 [289]
23: 190 195 1 [289]
223: 319 190 1 [289]
42: 190 343 1 [289]
82: 125 248 1 [289]
32: 180 427 1 [289]
33: 427 180 1 [289]
223: 319 190 1 [289]
212: 190 319 1 [289]
170: 180 448 1 [289]
223: 448 17 1 [289]
31: 437 180 1 [289]
31: 180 437 1 [289]
31: 437 99 1 [289]
121: 180 441 1 [289]
225: 319 190 1 [289]
223: 190 202 1 [289]
214: 190 37 1 [289]
214: 190 94 1 [289]
32: 427 180 1 [289]
33: 180 427 1 [289]
160: 448 220 1 [289]
72: 190 64 1 [289]
223: 319 190 1 [289]
223: 319 190 1 [289]
211: 202 343 1 [289]
130: 448 180 1 [289]
221: 448 180 1 [289]
220: 202 343 1 [289]
22: 448 190 1 [289]
22: 448 190 1 [289]
20: 190 339 1 [289]
22: 427 407 1 [289]
22: 427 96 1 [289]
22: 427 220 1 [289]
32: 190 450 1 [289]
122: 190 180 1 [289]
102: 124 94 1 [289]
102: 124 190 1 [289]
42: 329 202 1 [289]
42: 243 319 1 [289]
42: 407 319 1 [289]
73: 17 220 1 [289]
73: 17 407 1 [289]
73: 17 243 1 [289]
31: 180 450 1 [289]
181: 33 448 1 [289]
32: 427 180 1 [289]
32: 427 448 1 [289]
20: 195 202 1 [289]
222: 315 448 1 [289]
73: 190 191 1 [289]
211: 202 319 1 [289]
64: 96 164 1 [289]
160: 450 180 1 [289]
182: 436 437 1 [289]
31: 190 448 1 [289]
65: 190 448 1 [289]
122: 133 220 1 [289]
32: 437 436 1 [289]
33: 436 437 1 [289]
221: 180 183 1 [289]
24: 441 180 1 [289]
81: 180 448 1 [289]
81: 448 180 1 [289]
223: 202 319 1 [289]
32: 190 450 1 [289]
73: 96 220 1 [289]
42: 329 190 1 [289]
223: 202 319 1 [289]
121: 96 188 1 [289]
32: 427 180 1 [289]
33: 180 427 1 [289]
102: 339 319 1 [289]
223: 202 319 1 [289]
95: 441 180 1 [289]
121: 376 448 1 [289]
225: 319 190 1 [289]
182: 64 190 1 [289]
225: 319 190 1 [289]
102: 427 180 1 [289]
84: 125 167 1 [289]
223: 125 190 1 [289]
121: 96 190 1 [289]
122: 134 190 1 [289]
131: 99 190 1 [289]
122: 322 190 1 [289]
24: 319 190 1 [289]
225: 319 190 1 [289]
225: 319 190 1 [289]
123: 396 96 1 [289]
223: 319 190 1 [289]
223: 319 273 1 [289]
23: 190 195 1 [289]
220: 190 180 1 [289]
220: 190 180 1 [289]
94: 427 167 1 [289]
24: 180 142 1 [289]
73: 195 319 1 [289]
102: 427 180 1 [289]
95: 96 183 1 [289]
81: 448 180 1 [289]
170: 427 180 1 [289]
123: 204 190 1 [289]
122: 248 243 1 [289]
122: 220 281 1 [289]
31: 427 99 1 [289]
31: 99 427 1 [289]
122: 220 281 1 [289]
223: 220 281 1 [289]
81: 427 180 1 [289]
25: 190 436 1 [289]
212: 202 96 1 [289]
212: 96 281 1 [289]
32: 427 96 1 [289]
33: 96 427 1 [289]
223: 190 329 1 [289]
225: 319 190 1 [289]
223: 190 319 1 [289]
101: 360 450 1 [289]
223: 202 319 1 [289]
122: 441 190 1 [289]
95: 441 190 1 [289]
66: 319 329 1 [289]
172: 190 319 1 [289]
122: 190 180 1 [289]
122: 406 319 1 [289]
120: 183 441 1 [289]
32: 190 436 1 [289]
223: 190 319 1 [289]
112: 450 190 1 [289]
31: 195 99 1 [289]
31: 99 195 1 [289]
212: 96 448 1 [289]
223: 202 319 1 [289]
191: 319 406 1 [289]
22: 220 427 1 [289]
23: 202 243 1 [289]
24: 220 427 1 [289]
24: 96 427 1 [289]
24: 407 427 1 [289]
121: 94 190 1 [289]
201: 343 202 1 [289]
24: 183 319 1 [289]
152: 362 220 1 [289]
212: 190 329 1 [289]
223: 52 190 1 [289]
223: 135 190 1 [289]
140: 243 180 1 [289]
223: 349 190 1 [289]
223: 202 319 1 [289]
191: 370 190 1 [289]
13: 376 195 1 [289]
25: 71 448 1 [289]
131: 133 220 1 [289]
23: 408 180 1 [289]
22: 172 171 1 [289]
121: 234 141 1 [289]
92: 190 376 1 [289]
102: 125 190 1 [289]
102: 125 319 1 [289]
23: 190 253 1 [289]
23: 190 250 1 [289]
212: 190 319 1 [289]
112: 190 319 1 [289]
210: 202 319 1 [289]
182: 427 436 1 [289]
121: 124 190 1 [289]
120: 25 216 1 [289]
32: 190 319 1 [289]
33: 319 190 1 [289]
25: 180 183 1 [289]
32: 408 427 1 [289]
33: 427 408 1 [289]
223: 202 319 1 [289]
94: 309 448 1 [289]
31: 309 96 1 [289]
90: 180 427 1 [289]
32: 99 96 1 [289]
33: 96 99 1 [289]
221: 202 319 1 [289]
84: 315 450 1 [289]
223: 319 64 1 [289]
132: 441 180 1 [289]
112: 190 319 1 [289]
151: 319 190 1 [289]
223: 202 319 1 [289]
32: 437 164 1 [289]
33: 164 437 1 [289]
182: 436 180 1 [289]
182: 436 454 1 [289]
223: 202 319 1 [289]
32: 448 401 1 [289]
33: 401 448 1 [289]
23: 195 190 1 [289]
102: 436 190 1 [289]
22: 141 94 1 [289]
102: 183 180 1 [289]
140: 17 183 1 [289]
140: 96 183 1 [289]
140: 271 183 1 [289]
81: 436 183 1 [289]
81: 448 183 1 [289]
150: 220 180 1 [289]
32: 427 171 1 [289]
