% Recoded by KEDSmonths, Sun Nov 28 12:48:43 2004
*vertices 174
160: 164 87 1 [213]
33: 154 107 1 [213]
94: 132 169 1 [213]
94: 132 107 1 [213]
54: 74 134 1 [213]
223: 154 86 1 [213]
33: 161 5 1 [213]
23: 161 86 1 [213]
173: 75 164 1 [213]
54: 33 75 1 [213]
223: 164 5 1 [213]
181: 63 164 1 [213]
22: 74 164 1 [213]
223: 75 86 1 [213]
73: 86 75 1 [213]
73: 86 164 1 [213]
32: 86 164 1 [213]
223: 86 75 1 [213]
142: 86 74 1 [213]
182: 87 164 1 [213]
23: 75 87 1 [213]
32: 164 87 1 [213]
223: 107 75 1 [213]
121: 161 164 1 [213]
31: 164 75 1 [213]
31: 75 164 1 [213]
31: 164 75 1 [213]
32: 75 164 1 [213]
32: 164 75 1 [213]
31: 75 164 1 [213]
202: 164 75 1 [213]
32: 164 75 1 [213]
31: 75 164 1 [213]
182: 164 87 1 [213]
32: 164 87 1 [213]
65: 75 164 1 [213]
32: 75 164 1 [213]
223: 77 91 1 [213]
223: 77 91 1 [213]
223: 77 91 1 [213]
31: 5 77 1 [213]
122: 74 164 1 [213]
122: 74 75 1 [213]
122: 134 164 1 [213]
122: 134 75 1 [213]
201: 164 75 1 [213]
121: 74 164 1 [213]
12: 164 75 1 [213]
12: 164 86 1 [213]
41: 87 164 1 [213]
73: 75 86 1 [213]
73: 50 161 1 [213]
211: 50 75 1 [213]
23: 164 75 1 [213]
24: 164 75 1 [213]
173: 147 77 1 [213]
32: 164 135 1 [213]
73: 164 75 1 [213]
223: 154 86 1 [213]
23: 161 86 1 [213]
82: 10 164 1 [213]
223: 74 164 1 [213]
223: 164 74 1 [213]
121: 75 164 1 [213]
32: 164 87 1 [213]
25: 164 75 1 [213]
173: 22 164 1 [213]
122: 71 154 1 [213]
32: 50 164 1 [213]
160: 164 75 1 [213]
73: 164 75 1 [213]
22: 160 157 1 [213]
31: 86 164 1 [213]
150: 164 86 1 [213]
82: 86 164 1 [213]
31: 86 164 1 [213]
31: 164 75 1 [213]
51: 5 87 1 [213]
32: 87 5 1 [213]
25: 87 156 1 [213]
182: 164 87 1 [213]
182: 164 87 1 [213]
121: 164 75 1 [213]
121: 75 164 1 [213]
31: 164 86 1 [213]
25: 164 75 1 [213]
73: 164 75 1 [213]
32: 164 135 1 [213]
25: 164 75 1 [213]
121: 164 75 1 [213]
182: 164 87 1 [213]
182: 164 87 1 [213]
23: 164 91 1 [213]
31: 147 77 1 [213]
32: 75 154 1 [213]
102: 164 75 1 [213]
32: 87 155 1 [213]
23: 87 164 1 [213]
223: 75 161 1 [213]
223: 75 161 1 [213]
31: 164 87 1 [213]
31: 87 128 1 [213]
31: 128 87 1 [213]
171: 75 164 1 [213]
141: 164 161 1 [213]
181: 164 75 1 [213]
32: 75 154 1 [213]
212: 87 68 1 [213]
121: 164 135 1 [213]
25: 42 164 1 [213]
223: 154 86 1 [213]
95: 164 161 1 [213]
102: 164 75 1 [213]
142: 74 156 1 [213]
23: 74 67 1 [213]
121: 74 75 1 [213]
32: 164 87 1 [213]
171: 164 87 1 [213]
171: 75 87 1 [213]
23: 164 75 1 [213]
23: 164 75 1 [213]
121: 75 164 1 [213]
23: 164 75 1 [213]
32: 75 154 1 [213]
121: 75 164 1 [213]
31: 81 164 1 [213]
222: 91 77 1 [213]
223: 77 91 1 [213]
223: 77 91 1 [213]
223: 91 77 1 [213]
54: 77 120 1 [213]
202: 160 74 1 [213]
221: 46 156 1 [213]
223: 86 75 1 [213]
22: 161 75 1 [213]
223: 161 74 1 [213]
122: 75 164 1 [213]
192: 164 75 1 [213]
32: 164 87 1 [213]
121: 154 164 1 [213]
31: 77 147 1 [213]
32: 91 147 1 [213]
31: 91 147 1 [213]
31: 15 50 1 [213]
32: 164 87 1 [213]
182: 164 75 1 [213]
42: 164 87 1 [213]
182: 164 75 1 [213]
221: 75 86 1 [213]
102: 154 75 1 [213]
223: 77 91 1 [213]
181: 5 82 1 [213]
112: 91 77 1 [213]
42: 164 132 1 [213]
42: 132 164 1 [213]
94: 164 132 1 [213]
94: 132 164 1 [213]
142: 154 75 1 [213]
223: 143 157 1 [213]
121: 74 164 1 [213]
101: 164 26 1 [213]
101: 164 75 1 [213]
160: 74 164 1 [213]
160: 74 77 1 [213]
22: 77 91 1 [213]
32: 77 160 1 [213]
81: 164 26 1 [213]
81: 164 50 1 [213]
81: 164 132 1 [213]
81: 164 160 1 [213]
81: 164 81 1 [213]
81: 164 116 1 [213]
81: 164 55 1 [213]
81: 164 37 1 [213]
81: 164 9 1 [213]
81: 164 78 1 [213]
81: 164 22 1 [213]
81: 164 25 1 [213]
81: 164 8 1 [213]
81: 164 73 1 [213]
81: 164 134 1 [213]
32: 154 90 1 [213]
32: 154 156 1 [213]
32: 154 112 1 [213]
94: 164 75 1 [213]
94: 164 74 1 [213]
94: 164 90 1 [213]
41: 164 26 1 [213]
41: 26 164 1 [213]
31: 161 74 1 [213]
25: 164 86 1 [213]
31: 75 87 1 [213]
223: 77 91 1 [213]
82: 135 160 1 [213]
22: 161 135 1 [213]
212: 169 154 1 [213]
212: 107 154 1 [213]
150: 50 164 1 [213]
73: 161 74 1 [213]
160: 75 87 1 [213]
23: 75 86 1 [213]
54: 75 86 1 [213]
101: 154 75 1 [213]
111: 164 75 1 [213]
23: 5 77 1 [213]
102: 164 77 1 [213]
102: 164 120 1 [213]
91: 120 161 1 [213]
91: 135 161 1 [213]
212: 77 164 1 [213]
82: 161 77 1 [213]
94: 74 1 1 [213]
25: 164 86 1 [213]
94: 75 120 1 [213]
102: 164 161 1 [213]
122: 164 77 1 [213]
23: 154 86 1 [213]
102: 74 1 1 [213]
171: 74 1 1 [213]
121: 135 77 1 [213]
121: 74 164 1 [213]
82: 161 75 1 [213]
94: 77 76 1 [213]
32: 161 75 1 [213]
24: 161 75 1 [213]
64: 154 57 1 [213]
121: 160 77 1 [214]
102: 164 74 1 [214]
94: 75 161 1 [214]
223: 86 75 1 [214]
82: 75 164 1 [214]
54: 135 77 1 [214]
131: 42 164 1 [214]
223: 86 154 1 [214]
223: 86 154 1 [214]
111: 154 164 1 [214]
150: 135 161 1 [214]
131: 135 161 1 [214]
81: 172 44 1 [214]
81: 44 172 1 [214]
121: 26 164 1 [214]
121: 26 81 1 [214]
23: 75 161 1 [214]
22: 161 75 1 [214]
82: 164 86 1 [214]
24: 164 75 1 [214]
223: 77 91 1 [214]
102: 119 68 1 [214]
212: 15 75 1 [214]
32: 15 161 1 [214]
31: 161 15 1 [214]
25: 75 161 1 [214]
66: 87 75 1 [214]
22: 87 5 1 [214]
111: 5 164 1 [214]
32: 120 105 1 [214]
212: 86 126 1 [214]
102: 160 161 1 [214]
121: 74 1 1 [214]
122: 50 164 1 [214]
94: 50 42 1 [214]
191: 164 91 1 [214]
223: 77 91 1 [214]
32: 154 90 1 [214]
23: 154 90 1 [214]
212: 74 154 1 [214]
23: 75 161 1 [214]
111: 154 164 1 [214]
31: 154 90 1 [214]
31: 90 154 1 [214]
32: 154 90 1 [214]
32: 154 112 1 [214]
111: 75 87 1 [214]
23: 75 86 1 [214]
71: 74 87 1 [214]
223: 74 87 1 [214]
82: 90 154 1 [214]
31: 164 107 1 [214]
31: 75 86 1 [214]
132: 75 164 1 [214]
22: 154 86 1 [214]
41: 164 26 1 [214]
25: 164 26 1 [214]
73: 161 75 1 [214]
23: 164 26 1 [214]
23: 74 86 1 [214]
111: 75 161 1 [214]
122: 132 107 1 [214]
122: 132 107 1 [214]
212: 126 86 1 [214]
171: 1 74 1 [214]
82: 161 75 1 [214]
32: 164 111 1 [214]
181: 1 132 1 [214]
181: 1 74 1 [214]
181: 1 68 1 [214]
223: 77 91 1 [214]
223: 77 91 1 [214]
32: 164 90 1 [214]
32: 164 33 1 [214]
32: 164 75 1 [214]
32: 164 74 1 [214]
32: 164 112 1 [214]
32: 164 143 1 [214]
222: 74 164 1 [214]
121: 75 74 1 [214]
73: 135 120 1 [214]
95: 91 90 1 [214]
171: 86 74 1 [214]
171: 86 75 1 [214]
81: 75 86 1 [214]
32: 75 154 1 [214]
94: 164 86 1 [214]
102: 164 75 1 [214]
102: 164 74 1 [214]
65: 75 164 1 [214]
111: 161 154 1 [214]
223: 97 22 1 [214]
31: 161 50 1 [214]
112: 164 50 1 [214]
223: 75 86 1 [214]
31: 75 154 1 [214]
65: 164 75 1 [214]
23: 81 84 1 [214]
23: 164 84 1 [214]
102: 1 74 1 [214]
102: 1 119 1 [214]
22: 74 1 1 [214]
223: 74 75 1 [214]
31: 74 75 1 [214]
31: 75 74 1 [214]
42: 86 75 1 [214]
112: 86 75 1 [214]
11: 164 86 1 [214]
11: 164 75 1 [214]
31: 164 84 1 [214]
181: 1 68 1 [214]
181: 1 132 1 [214]
181: 1 74 1 [214]
91: 75 86 1 [214]
23: 86 75 1 [214]
102: 86 164 1 [214]
23: 164 86 1 [214]
121: 86 75 1 [214]
23: 164 75 1 [214]
24: 164 75 1 [214]
23: 161 75 1 [214]
22: 164 42 1 [214]
41: 74 164 1 [214]
11: 75 86 1 [214]
12: 86 75 1 [214]
211: 86 75 1 [214]
122: 86 75 1 [214]
31: 161 75 1 [214]
32: 75 161 1 [214]
223: 91 77 1 [214]
160: 35 164 1 [214]
32: 161 75 1 [214]
211: 86 75 1 [214]
12: 74 75 1 [214]
211: 75 86 1 [214]
191: 86 154 1 [214]
121: 75 87 1 [214]
82: 160 6 1 [214]
11: 86 164 1 [214]
31: 164 154 1 [214]
32: 154 164 1 [214]
121: 82 110 1 [214]
94: 50 42 1 [214]
31: 161 1 1 [214]
212: 156 74 1 [214]
73: 75 86 1 [214]
25: 164 75 1 [214]
31: 164 75 1 [214]
32: 75 154 1 [214]
112: 161 75 1 [214]
223: 91 91 1 [214]
223: 91 91 1 [214]
81: 119 1 1 [214]
111: 164 35 1 [214]
81: 74 154 1 [214]
81: 154 74 1 [214]
32: 86 154 1 [214]
223: 75 74 1 [214]
32: 75 154 1 [214]
23: 164 75 1 [214]
23: 164 75 1 [214]
171: 5 103 1 [214]
23: 172 50 1 [214]
212: 172 50 1 [214]
223: 74 1 1 [214]
94: 6 110 1 [214]
171: 42 164 1 [214]
102: 164 75 1 [214]
42: 75 164 1 [214]
53: 86 75 1 [214]
53: 86 75 1 [214]
23: 75 161 1 [214]
121: 75 164 1 [214]
122: 75 164 1 [214]
223: 77 91 1 [214]
41: 74 50 1 [214]
32: 143 135 1 [214]
111: 42 154 1 [214]
223: 86 75 1 [214]
11: 75 164 1 [214]
73: 164 86 1 [214]
223: 87 75 1 [214]
25: 50 82 1 [214]
22: 164 135 1 [214]
182: 164 75 1 [214]
24: 164 74 1 [214]
121: 166 164 1 [214]
181: 164 74 1 [214]
11: 164 75 1 [214]
223: 77 91 1 [214]
32: 164 50 1 [214]
223: 74 164 1 [214]
41: 74 42 1 [214]
223: 164 74 1 [214]
66: 75 74 1 [214]
23: 74 164 1 [214]
95: 75 78 1 [214]
160: 164 87 1 [214]
22: 42 37 1 [214]
223: 172 50 1 [214]
23: 164 161 1 [214]
23: 74 86 1 [214]
24: 86 164 1 [214]
42: 75 5 1 [214]
171: 87 164 1 [214]
171: 164 5 1 [214]
31: 164 103 1 [214]
22: 164 33 1 [214]
94: 74 1 1 [214]
32: 5 74 1 [214]
102: 164 33 1 [214]
102: 164 62 1 [214]
102: 164 77 1 [214]
73: 160 75 1 [214]
73: 160 74 1 [214]
131: 164 75 1 [214]
121: 75 74 1 [214]
132: 15 164 1 [214]
32: 164 26 1 [214]
132: 75 86 1 [214]
31: 75 164 1 [214]
121: 164 75 1 [214]
12: 132 164 1 [214]
95: 32 164 1 [214]
95: 164 10 1 [214]
222: 74 164 1 [214]
11: 164 86 1 [214]
11: 75 154 1 [214]
71: 97 74 1 [214]
211: 135 164 1 [214]
42: 164 132 1 [215]
42: 132 164 1 [215]
221: 164 132 1 [215]
221: 132 164 1 [215]
32: 164 26 1 [215]
121: 164 75 1 [215]
91: 164 75 1 [215]
66: 172 50 1 [215]
94: 75 161 1 [215]
121: 164 75 1 [215]
102: 75 86 1 [215]
223: 75 164 1 [215]
94: 90 147 1 [215]
223: 164 135 1 [215]
223: 164 135 1 [215]
223: 164 135 1 [215]
23: 15 164 1 [215]
94: 164 15 1 [215]
212: 50 172 1 [215]
12: 86 75 1 [215]
32: 78 75 1 [215]
223: 164 75 1 [215]
32: 161 1 1 [215]
181: 74 164 1 [215]
223: 164 75 1 [215]
121: 75 164 1 [215]
142: 75 164 1 [215]
142: 75 164 1 [215]
141: 164 75 1 [215]
112: 164 75 1 [215]
223: 140 77 1 [215]
81: 15 164 1 [215]
121: 26 8 1 [215]
160: 26 164 1 [215]
73: 75 161 1 [215]
82: 120 77 1 [215]
82: 120 120 1 [215]
22: 74 164 1 [215]
223: 164 75 1 [215]
111: 75 164 1 [215]
122: 147 77 1 [215]
122: 74 77 1 [215]
32: 74 154 1 [215]
42: 26 164 1 [215]
23: 26 164 1 [215]
122: 75 164 1 [215]
24: 160 155 1 [215]
73: 77 164 1 [215]
160: 164 135 1 [215]
94: 161 1 1 [215]
101: 26 74 1 [215]
41: 10 164 1 [215]
24: 10 164 1 [215]
24: 90 164 1 [215]
41: 134 164 1 [215]
41: 26 164 1 [215]
23: 74 2 1 [215]
121: 75 154 1 [215]
223: 75 86 1 [215]
32: 154 82 1 [215]
25: 160 174 1 [215]
111: 74 164 1 [215]
223: 110 57 1 [215]
212: 164 123 1 [215]
122: 74 75 1 [215]
122: 74 1 1 [215]
181: 74 164 1 [215]
32: 74 164 1 [215]
132: 164 75 1 [215]
95: 78 90 1 [215]
82: 164 77 1 [215]
94: 154 74 1 [215]
22: 154 86 1 [215]
132: 107 15 1 [215]
31: 75 132 1 [215]
223: 91 77 1 [215]
223: 91 91 1 [215]
223: 91 77 1 [215]
31: 164 142 1 [215]
72: 164 46 1 [215]
72: 164 157 1 [215]
72: 164 44 1 [215]
82: 10 110 1 [215]
32: 75 78 1 [215]
31: 74 164 1 [215]
223: 77 91 1 [215]
95: 74 5 1 [215]
31: 74 164 1 [215]
82: 82 75 1 [215]
95: 75 82 1 [215]
32: 154 82 1 [215]
32: 154 82 1 [215]
223: 164 87 1 [215]
182: 77 156 1 [215]
102: 77 147 1 [215]
73: 75 161 1 [215]
111: 74 161 1 [215]
102: 161 33 1 [215]
223: 164 161 1 [215]
32: 164 68 1 [215]
23: 74 91 1 [215]
211: 161 75 1 [215]
132: 75 82 1 [215]
122: 82 75 1 [215]
223: 157 169 1 [215]
223: 157 107 1 [215]
223: 108 68 1 [215]
223: 77 91 1 [215]
223: 164 135 1 [215]
102: 75 78 1 [215]
222: 19 77 1 [215]
31: 75 154 1 [215]
32: 164 154 1 [215]
54: 164 26 1 [215]
22: 110 155 1 [215]
181: 33 174 1 [215]
122: 75 161 1 [215]
223: 154 86 1 [215]
31: 86 164 1 [215]
54: 75 164 1 [215]
31: 166 33 1 [215]
31: 33 166 1 [215]
101: 164 5 1 [215]
81: 160 128 1 [215]
81: 128 160 1 [215]
122: 160 74 1 [215]
111: 1 161 1 [215]
223: 57 154 1 [215]
223: 86 154 1 [215]
181: 32 164 1 [215]
32: 164 26 1 [215]
132: 55 74 1 [215]
223: 75 86 1 [215]
41: 82 164 1 [215]
82: 160 128 1 [215]
31: 164 15 1 [215]
95: 164 15 1 [215]
81: 26 74 1 [215]
121: 55 74 1 [215]
23: 55 74 1 [215]
121: 55 74 1 [215]
223: 55 86 1 [215]
32: 164 15 1 [215]
132: 164 26 1 [215]
132: 164 74 1 [215]
121: 164 26 1 [215]
111: 55 74 1 [215]
160: 74 55 1 [215]
211: 161 75 1 [215]
32: 161 75 1 [215]
31: 164 26 1 [215]
31: 26 164 1 [215]
31: 164 26 1 [215]
31: 26 164 1 [215]
121: 135 68 1 [215]
141: 74 164 1 [215]
221: 161 75 1 [215]
223: 74 26 1 [215]
191: 164 86 1 [215]
171: 107 132 1 [215]
122: 155 164 1 [215]
121: 155 161 1 [215]
33: 74 132 1 [215]
41: 87 75 1 [215]
81: 75 161 1 [215]
81: 161 75 1 [215]
82: 75 161 1 [215]
73: 75 161 1 [215]
32: 151 87 1 [215]
72: 151 75 1 [215]
223: 91 77 1 [215]
102: 155 5 1 [215]
23: 55 74 1 [215]
81: 161 75 1 [215]
221: 82 77 1 [215]
102: 161 90 1 [215]
102: 164 133 1 [215]
22: 164 15 1 [215]
32: 164 15 1 [215]
31: 164 107 1 [215]
32: 107 164 1 [215]
81: 160 155 1 [215]
81: 155 160 1 [215]
82: 155 160 1 [215]
32: 164 75 1 [215]
23: 81 63 1 [215]
81: 135 87 1 [215]
81: 87 135 1 [215]
23: 164 87 1 [215]
211: 164 87 1 [215]
160: 164 74 1 [215]
160: 164 75 1 [215]
81: 68 26 1 [215]
81: 26 68 1 [215]
121: 74 55 1 [215]
32: 164 135 1 [215]
66: 28 46 1 [215]
32: 164 75 1 [215]
31: 75 164 1 [215]
223: 77 5 1 [215]
32: 164 135 1 [215]
212: 10 128 1 [216]
41: 155 5 1 [216]
25: 75 161 1 [216]
81: 167 74 1 [216]
81: 74 167 1 [216]
202: 167 74 1 [216]
23: 164 15 1 [216]
223: 77 91 1 [216]
81: 74 132 1 [216]
81: 132 74 1 [216]
81: 75 161 1 [216]
41: 26 75 1 [216]
41: 135 75 1 [216]
32: 125 135 1 [216]
31: 135 125 1 [216]
222: 10 128 1 [216]
64: 161 75 1 [216]
23: 103 77 1 [216]
212: 128 10 1 [216]
73: 164 86 1 [216]
121: 10 128 1 [216]
31: 26 164 1 [216]
24: 75 164 1 [216]
64: 50 75 1 [216]
132: 164 75 1 [216]
201: 1 74 1 [216]
23: 154 75 1 [216]
81: 74 132 1 [216]
94: 161 75 1 [216]
73: 161 75 1 [216]
141: 164 75 1 [216]
22: 164 75 1 [216]
94: 82 75 1 [216]
223: 135 172 1 [216]
121: 135 164 1 [216]
32: 164 75 1 [216]
112: 154 86 1 [216]
223: 154 147 1 [216]
221: 1 74 1 [216]
221: 5 10 1 [216]
132: 5 128 1 [216]
94: 74 164 1 [216]
73: 77 82 1 [216]
32: 82 155 1 [216]
223: 91 77 1 [216]
24: 74 75 1 [216]
24: 135 164 1 [216]
221: 161 1 1 [216]
82: 82 161 1 [216]
82: 155 161 1 [216]
73: 161 75 1 [216]
32: 161 75 1 [216]
31: 26 164 1 [216]
31: 164 26 1 [216]
66: 143 110 1 [216]
122: 5 74 1 [216]
122: 5 75 1 [216]
122: 5 77 1 [216]
223: 26 74 1 [216]
222: 74 164 1 [216]
82: 161 75 1 [216]
72: 164 87 1 [216]
41: 164 77 1 [216]
25: 67 74 1 [216]
112: 130 26 1 [216]
32: 75 87 1 [216]
73: 75 154 1 [216]
31: 128 78 1 [216]
94: 74 5 1 [216]
81: 75 161 1 [216]
81: 161 75 1 [216]
81: 75 161 1 [216]
81: 161 75 1 [216]
41: 75 164 1 [216]
142: 75 154 1 [216]
122: 74 135 1 [216]
31: 107 74 1 [216]
32: 74 107 1 [216]
112: 135 164 1 [216]
223: 74 164 1 [216]
142: 74 135 1 [216]
132: 67 74 1 [216]
73: 161 120 1 [216]
223: 164 135 1 [216]
81: 55 15 1 [216]
23: 164 75 1 [216]
122: 5 77 1 [216]
22: 5 15 1 [216]
31: 87 166 1 [216]
31: 166 87 1 [216]
24: 161 164 1 [216]
23: 164 82 1 [216]
223: 77 91 1 [216]
111: 74 164 1 [216]
223: 77 91 1 [216]
223: 77 91 1 [216]
32: 91 77 1 [216]
23: 75 164 1 [216]
132: 135 8 1 [216]
102: 5 56 1 [216]
91: 74 164 1 [216]
73: 164 86 1 [216]
53: 164 91 1 [216]
172: 164 91 1 [216]
12: 164 91 1 [216]
82: 75 154 1 [216]
223: 135 164 1 [216]
23: 130 26 1 [216]
42: 161 87 1 [216]
23: 164 128 1 [216]
160: 75 154 1 [216]
82: 161 75 1 [216]
23: 161 75 1 [216]
223: 77 91 1 [216]
91: 5 161 1 [216]
102: 87 161 1 [216]
112: 26 82 1 [216]
121: 26 130 1 [216]
142: 74 75 1 [216]
73: 75 50 1 [216]
223: 77 91 1 [216]
23: 55 74 1 [216]
81: 77 120 1 [216]
32: 74 154 1 [216]
191: 74 157 1 [216]
82: 164 26 1 [216]
23: 55 74 1 [216]
141: 75 164 1 [216]
211: 75 164 1 [216]
211: 75 164 1 [216]
141: 164 75 1 [216]
23: 164 75 1 [216]
211: 164 5 1 [216]
182: 164 26 1 [216]
32: 164 74 1 [216]
32: 74 154 1 [216]
23: 161 154 1 [216]
23: 74 55 1 [216]
181: 75 161 1 [216]
95: 74 132 1 [216]
95: 132 74 1 [216]
23: 77 5 1 [216]
33: 74 164 1 [216]
22: 164 107 1 [216]
22: 107 74 1 [216]
122: 74 75 1 [216]
223: 77 91 1 [216]
223: 77 91 1 [216]
132: 112 164 1 [216]
22: 135 164 1 [216]
42: 154 164 1 [216]
182: 154 75 1 [216]
25: 164 160 1 [216]
182: 154 107 1 [216]
122: 75 154 1 [216]
212: 91 135 1 [216]
212: 75 34 1 [216]
73: 134 16 1 [216]
31: 74 154 1 [216]
31: 74 152 1 [216]
31: 154 74 1 [216]
31: 154 152 1 [216]
31: 152 74 1 [216]
31: 152 154 1 [216]
12: 50 86 1 [216]
32: 164 154 1 [216]
24: 156 5 1 [216]
24: 156 77 1 [216]
41: 75 50 1 [216]
31: 120 77 1 [216]
31: 77 120 1 [216]
82: 75 161 1 [216]
41: 164 124 1 [216]
132: 10 128 1 [216]
32: 130 134 1 [216]
212: 74 75 1 [216]
31: 164 15 1 [216]
223: 77 91 1 [216]
223: 77 91 1 [216]
212: 172 126 1 [216]
32: 132 74 1 [217]
223: 77 91 1 [217]
223: 154 86 1 [217]
122: 75 154 1 [217]
223: 154 86 1 [217]
31: 5 153 1 [217]
211: 82 135 1 [217]
223: 77 91 1 [217]
223: 77 76 1 [217]
223: 77 91 1 [217]
142: 156 164 1 [217]
121: 155 77 1 [217]
222: 74 77 1 [217]
222: 74 164 1 [217]
211: 75 74 1 [217]
112: 74 75 1 [217]
23: 75 161 1 [217]
223: 77 91 1 [217]
142: 156 164 1 [217]
23: 156 164 1 [217]
142: 164 143 1 [217]
31: 155 75 1 [217]
73: 155 75 1 [217]
223: 74 75 1 [217]
121: 75 5 1 [217]
31: 164 75 1 [217]
121: 147 77 1 [217]
23: 147 77 1 [217]
73: 154 86 1 [217]
22: 50 107 1 [217]
73: 164 75 1 [217]
223: 74 75 1 [217]
223: 75 74 1 [217]
223: 75 82 1 [217]
222: 75 161 1 [217]
95: 125 135 1 [217]
32: 130 42 1 [217]
32: 130 42 1 [217]
73: 155 75 1 [217]
122: 75 164 1 [217]
121: 75 154 1 [217]
223: 91 77 1 [217]
223: 77 91 1 [217]
121: 91 77 1 [217]
32: 164 135 1 [217]
142: 74 75 1 [217]
25: 74 164 1 [217]
31: 164 86 1 [217]
31: 86 164 1 [217]
121: 77 91 1 [217]
73: 135 120 1 [217]
121: 77 156 1 [217]
121: 160 8 1 [217]
23: 164 34 1 [217]
32: 164 75 1 [217]
212: 91 120 1 [217]
94: 77 91 1 [217]
223: 26 161 1 [217]
223: 74 75 1 [217]
23: 50 75 1 [217]
25: 134 147 1 [217]
41: 75 50 1 [217]
121: 75 164 1 [217]
121: 75 160 1 [217]
32: 147 74 1 [217]
41: 147 74 1 [217]
222: 161 75 1 [217]
32: 1 119 1 [217]
32: 119 74 1 [217]
22: 156 160 1 [217]
22: 156 164 1 [217]
22: 156 164 1 [217]
22: 156 160 1 [217]
25: 156 135 1 [217]
33: 135 156 1 [217]
121: 161 156 1 [217]
31: 156 160 1 [217]
31: 156 164 1 [217]
94: 74 135 1 [217]
42: 74 164 1 [217]
25: 75 164 1 [217]
94: 160 119 1 [217]
94: 160 68 1 [217]
32: 160 119 1 [217]
223: 164 134 1 [217]
31: 75 164 1 [217]
223: 161 5 1 [217]
81: 71 172 1 [217]
81: 71 44 1 [217]
94: 164 161 1 [217]
121: 160 75 1 [217]
53: 75 161 1 [217]
31: 74 132 1 [217]
171: 74 5 1 [217]
182: 74 5 1 [217]
82: 75 154 1 [217]
122: 74 120 1 [217]
122: 74 77 1 [217]
122: 120 77 1 [217]
31: 143 156 1 [217]
31: 156 143 1 [217]
32: 143 156 1 [217]
31: 154 75 1 [217]
31: 75 154 1 [217]
112: 75 50 1 [217]
112: 75 50 1 [217]
223: 74 77 1 [217]
73: 74 164 1 [217]
102: 82 5 1 [217]
91: 75 154 1 [217]
181: 75 77 1 [217]
131: 164 26 1 [217]
66: 75 164 1 [217]
31: 1 74 1 [217]
212: 156 74 1 [217]
202: 164 77 1 [217]
73: 164 77 1 [217]
42: 156 143 1 [217]
82: 90 174 1 [217]
71: 74 164 1 [217]
22: 160 75 1 [217]
25: 90 56 1 [217]
32: 90 161 1 [217]
73: 134 164 1 [217]
111: 134 147 1 [217]
73: 134 164 1 [217]
31: 74 132 1 [217]
23: 164 143 1 [217]
23: 164 147 1 [217]
31: 164 26 1 [217]
92: 164 161 1 [217]
42: 74 164 1 [217]
181: 164 161 1 [217]
121: 164 135 1 [217]
201: 135 68 1 [217]
121: 164 135 1 [217]
112: 1 74 1 [217]
122: 75 160 1 [217]
82: 75 161 1 [217]
32: 135 147 1 [217]
73: 164 135 1 [217]
223: 143 157 1 [217]
121: 143 74 1 [217]
223: 74 75 1 [217]
81: 161 75 1 [217]
23: 77 74 1 [217]
23: 91 77 1 [217]
23: 91 77 1 [217]
22: 143 46 1 [217]
23: 164 135 1 [217]
132: 155 74 1 [217]
222: 75 161 1 [217]
23: 55 74 1 [217]
23: 164 75 1 [217]
23: 164 75 1 [217]
42: 161 75 1 [217]
122: 164 75 1 [217]
23: 164 75 1 [217]
223: 77 91 1 [217]
23: 77 147 1 [217]
101: 147 77 1 [217]
73: 161 143 1 [217]
25: 55 74 1 [217]
121: 75 164 1 [217]
121: 75 164 1 [217]
223: 77 91 1 [217]
223: 91 77 1 [217]
223: 77 91 1 [217]
66: 98 90 1 [217]
94: 77 147 1 [217]
121: 164 26 1 [217]
12: 77 169 1 [217]
12: 77 107 1 [217]
66: 164 135 1 [217]
23: 164 135 1 [217]
25: 164 135 1 [217]
82: 161 75 1 [217]
122: 164 74 1 [217]
94: 164 74 1 [217]
160: 74 164 1 [217]
81: 75 164 1 [217]
32: 77 5 1 [217]
53: 81 124 1 [217]
32: 81 22 1 [217]
121: 87 164 1 [218]
31: 81 124 1 [218]
31: 124 81 1 [218]
41: 75 164 1 [218]
12: 77 82 1 [218]
95: 55 74 1 [218]
201: 135 68 1 [218]
121: 74 160 1 [218]
121: 74 164 1 [218]
111: 74 164 1 [218]
23: 75 87 1 [218]
132: 74 154 1 [218]
91: 75 161 1 [218]
212: 75 164 1 [218]
121: 164 75 1 [218]
141: 161 55 1 [218]
21: 164 55 1 [218]
32: 143 83 1 [218]
131: 91 77 1 [218]
94: 99 90 1 [218]
23: 164 68 1 [218]
23: 164 119 1 [218]
72: 164 128 1 [218]
23: 164 15 1 [218]
102: 164 132 1 [218]
72: 164 5 1 [218]
181: 164 74 1 [218]
121: 164 77 1 [218]
32: 161 75 1 [218]
31: 75 161 1 [218]
31: 164 74 1 [218]
32: 160 172 1 [218]
31: 50 174 1 [218]
65: 68 119 1 [218]
160: 74 5 1 [218]
223: 91 77 1 [218]
223: 77 91 1 [218]
131: 75 161 1 [218]
53: 120 77 1 [218]
53: 120 77 1 [218]
211: 23 34 1 [218]
23: 135 69 1 [218]
141: 74 164 1 [218]
23: 161 75 1 [218]
22: 77 75 1 [218]
72: 164 87 1 [218]
223: 77 120 1 [218]
23: 77 147 1 [218]
223: 77 120 1 [218]
223: 77 91 1 [218]
32: 135 50 1 [218]
22: 74 164 1 [218]
